SKU_number	MarketingType	ReleaseYear	PurchaseAmt
1551793	New	2013	34.16
1815234	Original	2014	13.48
610671	Original	2013	0
543931	Original	2013	42.93
3717996	New	2016	46.59
1551802	Original	2013	28.58
2047622	New	2014	27.49
641986	Original	2013	41.94
688487	Original	2013	0
641986	Original	2013	58.99
2111694	Original	2014	18.96
1866734	Original	2014	26.99
1688797	Original	2014	32.4
544127	New	2013	14.44
1876840	Original	2013	15.48
1763021	Original	2014	12.47
906891	New	2014	5.73
918954	New	2014	45.36
2048377	New	2014	22.30
663597	New	2013	6.23
681197	Original	2013	13.48
538271	New	2013	17.93
1575804	New	2013	36.96
2100306	New	2013	22.69
869538	Original	2014	68.99
1496838	New	2014	12.78
684145	Original	2013	4.74
2018799	New	2014	25.39
910816	New	2014	42.28
2108866	New	2013	14.40
705419	New	2013	74.02
880432	New	2014	104.92
1476182	Original	2013	20.58
896786	Original	2013	11
641972	New	2013	19.80
3740071	New	2016	34.59
660741	Original	2013	53.44
1753663	Original	2014	38.88
1535747	New	2014	14.62
869717	Original	2013	0
654066	Original	2013	47.9
538912	New	2013	0.00
1697103	Original	2014	12.94
2007016	Original	2014	51.87
1956566	New	2014	94.36
1780877	New	2014	0.00
1482336	Original	2014	75.5
867733	New	2014	54.47
867197	New	2014	32.95
1660697	Original	2013	14.77
897648	Original	2014	28
642059	New	2013	67.09
1576647	Original	2013	21.07
621584	Original	2013	6.29
1779353	New	2013	23.10
924342	Original	2013	17.79
1438501	New	2013	54.27
1475555	New	2014	29.79
632023	Original	2013	11.94
1703417	New	2013	16.73
663369	New	2013	21.50
663361	Original	2013	32.7
1552855	Original	2014	106.2
878662	Original	2014	55.71
902104	Original	2014	15.97
690052	New	2013	17.08
723113	Original	2013	38.2
867282	New	2014	27.04
3526807	New	2014	22.76
1781120	New	2014	15.31
864969	Original	2013	25.97
2089045	New	2014	5.94
1697060	New	2014	14.92
877328	New	2014	5.48
1780228	Original	2014	19
2133138	Original	2013	19.29
538647	New	2013	89.90
1517595	New	2013	33.53
539034	Original	2013	28.02
532346	New	2013	13.51
1918255	Original	2014	16.53
872547	Original	2013	43.99
663195	New	2013	24.06
1462183	New	2014	12.31
2289708	Original	2014	0
1741878	Original	2014	25.5
864813	Original	2014	33.94
3578789	Original	2016	35.35
864925	New	2014	14.56
908049	Original	2013	41.08
609869	Original	2013	17.58
924262	New	2013	36.92
870543	Original	2014	0
541392	New	2013	22.03
612536	Original	2013	38.22
862255	Original	2014	34.62
2099524	New	2014	5.98
867251	New	2014	48.63
542650	Original	2013	4
644494	Original	2013	4.33
611881	New	2013	0.00
1477156	Original	2013	21.32
2104971	Original	2013	40.44
681620	Original	2013	8.39
611900	Original	2014	14.18
1496356	New	2013	23.91
612348	New	2014	14.71
1625796	Original	2013	25.89
875359	New	2013	8.01
2111693	Original	2014	17.24
609965	New	2013	18.66
1433013	New	2014	16.48
546053	Original	2013	38.01
544773	New	2013	16.00
673040	Original	2014	8.75
538642	Original	2013	7.94
2089588	New	2014	54.56
3569975	Original	2013	4.98
545898	Original	2013	40.81
861901	New	2014	9.08
881747	New	2014	0.00
610350	New	2013	19.63
1433427	New	2014	14.04
664680	Original	2013	27.14
2170469	Original	2014	0
545804	Original	2013	41.87
526918	Original	2013	73.95
867207	New	2014	32.27
1935399	New	2013	19.64
534537	Original	2013	14.74
639682	New	2013	23.50
2109099	New	2014	17.36
663323	Original	2013	43.98
1762285	Original	2014	19.98
1570996	New	2014	15.60
1740542	Original	2013	24.67
2103113	Original	2014	31.45
3733753	Original	2014	32.12
567634	New	2013	4.73
873659	Original	2014	42.03
1719667	New	2014	52.56
879429	Original	2014	103.85
2087682	Original	2014	16.49
888966	Original	2013	39.56
871807	New	2013	29.17
1669003	Original	2014	10.73
899087	Original	2014	60.58
878574	Original	2014	163.15
542903	New	2014	34.64
544489	Original	2013	23.3
2129227	Original	2014	22.96
612381	New	2013	78.98
663479	New	2013	5.25
898839	New	2014	34.12
664735	New	2013	29.61
540681	Original	2013	21.18
2277262	New	2014	0.00
2921480	Original	2016	0
664110	Original	2014	9.47
547203	Original	2013	23.23
1886593	Original	2014	17.11
679122	Original	2013	7.98
3960229	Original	2014	20.74
2099664	New	2014	11.52
1928697	New	2014	27.51
644474	New	2013	34.82
864682	Original	2014	25.96
1826308	Original	2014	48.99
1471643	New	2014	47.55
1932797	New	2013	13.25
633725	New	2013	63.58
3635023	Original	2016	17.16
1576779	Original	2013	27.99
637553	New	2013	6.87
664209	New	2013	40.53
865556	New	2013	11.33
1434276	New	2014	5.26
545358	Original	2014	53.96
2230305	New	2014	0.00
915802	New	2014	8.82
1778830	New	2013	39.54
610413	New	2013	35.38
864762	New	2014	41.32
1920113	Original	2014	30.48
664327	New	2013	0.00
2110067	New	2014	15.36
663821	Original	2014	5.14
2930900	Original	2015	0
646943	New	2013	5.62
2166620	Original	2013	4.04
1908317	Original	2013	7.76
684103	New	2013	4.53
1471640	Original	2014	22.37
916538	Original	2013	27.02
2138898	New	2013	19.93
894882	New	2014	40.47
892719	New	2014	11.35
1980858	Original	2013	0
2024055	Original	2014	11.79
1455181	Original	2013	68.44
543713	New	2013	19.86
1754546	Original	2013	32.91
545723	New	2013	47.31
682545	New	2013	23.08
2109057	New	2013	0.00
621012	New	2013	36.32
830495	Original	2013	41.34
3779680	Original	2016	38.53
1782931	Original	2013	17.04
1783269	Original	2013	10.78
544659	New	2013	8.38
2083164	Original	2013	4.87
1917433	New	2014	16.75
625628	Original	2013	13.05
610427	New	2013	17.49
868183	Original	2014	53.25
1767915	New	2014	37.39
861352	Original	2013	23.97
622215	New	2013	24.92
867531	Original	2014	6.93
612653	New	2014	35.40
1553429	New	2014	0.00
653274	Original	2013	11.49
544343	New	2013	39.47
1497661	Original	2015	21.88
867700	New	2014	46.99
702510	New	2014	9.75
2025181	New	2013	26.20
902355	New	2014	9.58
2067967	Original	2014	11.45
2087618	Original	2013	16.82
610374	New	2013	27.59
2077631	Original	2014	13.72
663241	New	2014	32.65
2965197	New	2016	7.31
878259	Original	2014	83.99
864901	New	2014	122.56
652232	New	2013	44.48
2159056	New	2013	28.91
867112	Original	2014	33.99
1705463	Original	2014	7.32
1493318	New	2014	18.97
872545	Original	2014	53.09
1969642	Original	2014	5.46
544481	Original	2013	23.96
2102412	Original	2014	8.15
1516987	New	2013	9.85
534659	New	2013	22.95
673119	New	2013	4.99
1433548	New	2014	16.28
2109066	Original	2014	0
906549	New	2014	14.26
908950	New	2014	31.37
776975	Original	2013	22.39
900474	Original	2014	7.9
622225	New	2013	41.74
1757428	New	2013	4.29
660640	New	2014	21.18
2084169	New	2013	44.68
545442	New	2013	17.15
1595463	Original	2014	6.06
892701	New	2013	13.21
867235	New	2014	38.03
917528	Original	2013	19.44
610057	Original	2013	4
2167857	New	2014	18.84
612277	Original	2013	31.54
539540	New	2013	14.98
3591778	New	2014	16.66
1536328	New	2014	14.19
2143707	Original	2013	59.89
861924	New	2014	20.52
543954	New	2013	56.04
862332	New	2014	34.05
1600537	New	2013	4.11
545241	New	2013	32.66
690070	New	2013	26.66
3809851	New	2016	12.48
1822647	Original	2014	4.88
664409	New	2013	24.22
1780929	New	2014	17.88
687931	Original	2013	15.12
919000	Original	2013	91.28
1908513	New	2014	36.50
610757	New	2013	17.80
924240	New	2016	34.78
544483	Original	2013	44.94
1523879	New	2014	9.46
1464014	Original	2015	28.74
2100145	Original	2014	21.98
544323	Original	2013	7.44
545779	New	2013	7.06
544730	New	2013	43.76
622206	New	2013	10.12
861806	New	2013	26.71
881429	Original	2014	13.52
629092	New	2013	0.00
2382863	New	2015	0.00
2111654	New	2014	33.67
531493	New	2014	4.88
649446	Original	2013	6.59
2290669	New	2013	31.57
2138451	Original	2015	42.5
612771	Original	2014	4.55
532225	New	2013	47.14
1933352	Original	2013	0
644459	Original	2013	7.95
658041	Original	2013	53.97
3824603	New	2016	20.08
601194	Original	2013	22.49
658811	Original	2013	29.98
1781402	Original	2013	15.83
1829833	Original	2014	136.87
862274	New	2014	12.15
876790	Original	2014	49.11
1684261	New	2013	29.07
1815342	New	2014	16.16
869386	New	2015	51.89
902126	New	2014	34.91
1999424	New	2014	0.00
1741406	New	2013	52.65
3828994	New	2014	17.59
1633936	New	2014	29.46
1453040	New	2013	56.36
544424	New	2013	16.27
644411	New	2013	38.49
907858	New	2014	33.53
2281309	Original	2014	0
3883002	New	2016	47.78
1684313	New	2014	25.53
1493317	New	2014	22.32
905441	New	2014	28.84
866948	Original	2014	128.99
1626104	New	2014	19.31
614618	New	2013	30.73
687313	Original	2013	15.1
1780889	Original	2014	6.34
917801	Original	2013	5.98
1554628	Original	2013	15.98
1502735	Original	2014	9.57
904496	Original	2013	24.99
1870802	New	2014	9.15
2171444	Original	2013	33.86
864606	Original	2014	52.86
543850	Original	2013	46.83
809145	Original	2013	46.72
637562	Original	2013	27.53
1697973	New	2014	20.37
2079713	Original	2014	21.89
1760486	Original	2013	18.99
1519069	Original	2014	0
439808	Original	2013	21.6
1716096	Original	2014	21.99
2043815	New	2014	26.90
2167869	New	2014	23.04
1952724	Original	2013	34.99
2084098	New	2013	34.75
864634	New	2013	7.40
896840	New	2014	49.35
2151370	New	2014	19.71
912455	New	2014	79.07
2229451	Original	2013	0
1943469	Original	2014	19.99
913236	Original	2014	102.16
2169357	New	2014	104.52
611997	New	2013	14.57
1520258	Original	2014	19.36
1783299	Original	2014	44.91
3624926	Original	2016	21.98
1957987	Original	2014	13.29
1970046	Original	2015	4
3751695	New	2016	0.00
2105763	Original	2014	14.49
1780875	New	2014	0.00
1946578	Original	2014	21.92
1627762	New	2014	25.10
2924501	New	2015	43.32
689056	New	2013	20.72
1957947	New	2014	16.40
1437549	Original	2015	61.57
1734322	Original	2014	40.53
1978434	Original	2014	8.96
2109097	Original	2014	16.39
538513	New	2013	15.06
2108807	New	2013	5.97
544644	New	2013	82.28
612707	New	2014	27.56
2103772	Original	2013	6.81
652235	Original	2013	4.49
867704	Original	2014	74.52
1849741	New	2014	16.87
539540	Original	2013	19.67
3733731	New	2014	40.84
866823	Original	2014	37.95
875261	New	2013	55.98
2164810	New	2014	36.39
2131597	Original	2014	25.24
1451739	New	2013	43.70
2919170	Original	2014	41.96
1556999	New	2014	44.50
865589	New	2013	20.79
1447008	New	2014	38.74
2101627	Original	2014	11.98
900366	New	2014	4.86
655206	New	2013	51.15
610048	Original	2013	31.79
899168	New	2014	0.00
898871	New	2014	42.11
2089558	New	2013	34.02
610395	Original	2014	102.87
1917416	Original	2013	0
612307	New	2013	35.76
1639769	New	2014	23.97
2107915	New	2014	29.66
655092	New	2013	4.38
867805	Original	2014	22.84
1631664	New	2014	20.59
1532228	New	2014	16.95
682055	New	2013	13.74
1783312	Original	2013	28.97
743097	Original	2014	45.97
688491	Original	2013	13.98
553133	New	2013	72.94
663231	Original	2013	23.76
639671	Original	2013	18.99
1686652	Original	2014	14.14
610399	New	2013	43.47
1626132	New	2013	15.05
684162	Original	2013	7.88
881504	New	2014	31.48
2115128	New	2014	25.48
651321	New	2013	0.00
624646	New	2013	5.32
612494	Original	2013	26.66
864708	Original	2014	41.34
544293	Original	2013	4.93
2084194	New	2013	43.41
644393	Original	2013	22.22
752076	Original	2013	40.99
662341	New	2014	112.63
2110337	New	2013	29.47
612795	Original	2013	32.96
864694	New	2014	34.84
528689	Original	2013	41.99
865571	Original	2013	23.98
2276971	New	2013	0.00
3829642	New	2014	22.90
2919564	New	2016	36.13
646875	New	2013	26.83
866750	Original	2013	63.99
866759	New	2014	34.57
1437134	Original	2014	50.32
1625715	New	2014	63.68
544526	New	2013	18.73
543962	Original	2013	24.92
690453	Original	2013	23.71
1936289	Original	2013	38.44
540831	Original	2013	52.99
902315	Original	2014	8.48
1508589	New	2014	10.61
663742	New	2013	0.00
867620	New	2014	42.38
649585	New	2013	54.04
888973	New	2013	45.32
2039356	New	2014	74.97
1573455	New	2013	22.66
862415	New	2014	34.15
924426	Original	2014	11.63
867624	New	2014	35.46
685923	Original	2013	23.97
663730	Original	2013	29.94
1466508	New	2014	25.16
1918178	New	2013	17.06
2082198	New	2013	16.89
1517361	New	2014	29.40
898592	New	2014	0.00
1534899	New	2014	17.66
2093282	Original	2014	12.11
1779350	New	2013	18.65
867687	New	2013	19.11
2100689	New	2014	7.74
1827213	New	2014	23.32
1519340	New	2015	0.00
1595294	Original	2014	58.85
864718	Original	2014	48.95
1954085	New	2013	35.00
1544607	Original	2013	16.53
862255	New	2014	44.04
879940	New	2014	95.96
649450	New	2013	43.34
2085922	New	2013	49.11
1624994	New	2013	10.09
545309	Original	2014	4
1692072	New	2014	17.84
873887	Original	2014	44.93
531471	Original	2013	21.02
802758	Original	2014	16.94
1647086	Original	2013	20.88
1486607	Original	2013	4
1779537	Original	2013	14.69
646949	New	2013	20.29
864518	Original	2014	33.98
544469	New	2013	50.28
862001	Original	2014	25.83
612228	New	2013	14.57
1724667	Original	2013	9.97
538528	Original	2014	5.9
2115457	New	2014	42.31
866854	Original	2014	20.7
1823280	New	2014	55.25
2164087	New	2013	107.77
2244735	Original	2013	156.99
644412	Original	2013	43.98
1688812	Original	2014	49.84
3578826	Original	2016	48.99
876134	New	2014	44.55
655217	Original	2013	58.99
685308	New	2013	12.70
1943071	Original	2014	7.86
609868	New	2013	6.32
657874	Original	2013	0
664734	New	2013	19.83
2109668	New	2013	7.28
766397	Original	2013	38.99
556490	Original	2013	29.27
1640867	New	2013	22.97
1982660	New	2014	23.33
1786606	New	2014	27.40
1517654	New	2014	134.36
1973594	Original	2013	31.15
1849746	Original	2013	18.08
1436135	New	2013	23.59
611973	Original	2014	35
806149	Original	2014	4
610197	New	2013	24.70
544825	New	2013	4.34
663121	Original	2013	30.35
664408	Original	2013	76.47
809088	New	2013	0.00
538600	New	2013	9.82
2224492	Original	2014	17.57
3825805	New	2016	40.37
2045198	Original	2013	25.24
1751575	New	2014	18.01
3530136	New	2016	51.29
625620	Original	2013	43.87
1765775	New	2014	28.48
1680157	Original	2013	107.88
3467105	New	2016	33.48
1780320	New	2014	13.58
501034	Original	2013	6.29
3763443	New	2016	0.00
702447	New	2013	4.85
2062984	Original	2013	26.94
612595	Original	2013	15.49
1718538	New	2014	33.26
887371	New	2015	41.23
768322	New	2013	4.58
686611	New	2013	15.38
658009	Original	2013	22.88
201781	Original	2014	5.86
2524390	Original	2015	44.52
2009982	New	2015	0.00
2109710	New	2014	18.37
2167848	New	2013	10.04
2042057	Original	2014	8.1
663776	Original	2013	30.37
867658	Original	2014	43.37
1721053	New	2014	26.84
2084227	New	2013	54.58
1630888	Original	2014	28.65
2263446	New	2013	30.61
1780180	New	2013	6.59
658066	Original	2013	55.6
2103778	Original	2013	9.03
646906	Original	2013	24.99
543983	Original	2013	31.97
633734	New	2013	69.67
1769099	New	2014	0.00
652416	New	2013	40.88
3796266	Original	2015	37.57
543811	Original	2013	8.15
895240	Original	2013	4.95
662339	Original	2013	4.76
2133184	Original	2014	66.5
906529	New	2013	18.75
902890	Original	2014	16.96
702396	New	2013	54.03
612025	Original	2013	61.17
535677	New	2013	44.89
1488560	Original	2014	17.59
1957188	New	2013	9.41
892653	Original	2013	60.98
1451746	New	2013	29.69
1780252	Original	2013	47.84
3829401	Original	2016	35.05
545744	New	2013	31.04
2085867	Original	2013	42.34
539419	Original	2013	12.83
890849	Original	2014	38.69
547203	New	2013	27.72
543178	Original	2015	32.99
702428	Original	2013	4
2027568	Original	2014	47.42
1471509	New	2014	28.63
2024074	Original	2014	14.87
3520329	Original	2013	4.97
689063	Original	2013	23.43
543703	New	2013	27.26
2089003	New	2014	4.71
1434010	New	2014	15.07
2112447	Original	2013	32.78
610112	Original	2013	3.99
862226	Original	2014	18.27
900568	Original	2014	26.58
546000	Original	2013	7.93
874141	New	2013	15.72
1480215	New	2014	7.56
2924498	New	2015	45.79
544567	Original	2013	48.14
1480392	New	2013	24.32
809196	New	2013	92.00
1866763	Original	2013	0
545662	Original	2013	59.3
907835	Original	2014	42.67
685341	Original	2013	12.07
864662	Original	2013	4
612666	New	2013	4.94
658071	Original	2013	13.98
625602	New	2013	0.00
545925	Original	2013	6.3
1463971	Original	2013	13.49
1455638	New	2014	22.20
862188	New	2014	0.00
905265	Original	2014	29.74
893176	New	2013	4.47
1889877	New	2014	34.05
867739	Original	2014	27.87
1453252	Original	2013	48.26
861161	New	2013	74.47
867148	Original	2014	82.33
2014146	Original	2013	16.49
616101	New	2013	29.23
893054	New	2015	30.58
2153074	New	2013	38.64
868776	New	2014	50.63
2110297	Original	2014	21.08
660846	New	2013	37.83
3463049	New	2014	76.44
609894	New	2014	38.41
2013833	New	2015	44.18
1433804	Original	2013	34.96
534790	Original	2013	11.23
540267	Original	2013	45.78
642007	New	2013	9.50
1752023	Original	2013	28.74
1918304	New	2015	30.79
1738279	Original	2013	32.89
1663231	New	2013	19.72
862039	Original	2014	27.07
663782	New	2013	84.37
1520281	Original	2014	27.21
1493077	Original	2014	31.47
663257	Original	2014	38.54
1679856	New	2014	6.19
1697014	New	2014	9.34
1737260	New	2014	33.69
1895958	New	2013	29.65
867314	Original	2014	39.21
649561	New	2013	11.65
2100803	New	2013	14.67
655122	New	2013	35.99
877020	New	2014	44.81
864940	New	2014	96.91
655095	Original	2013	36.21
538334	New	2013	7.20
689036	Original	2013	18.94
1829171	Original	2014	50
612620	Original	2013	28.43
1488377	Original	2014	18.98
880266	New	2014	131.05
1827258	New	2014	0.00
706200	Original	2013	14.98
1786199	New	2014	15.03
1814864	New	2014	17.18
635522	New	2013	42.74
873057	New	2014	44.91
2082065	Original	2014	14.58
864652	New	2014	32.66
1455395	New	2014	0.00
660903	Original	2013	34.98
539290	Original	2013	36.03
2094375	Original	2013	28.58
1780882	New	2014	0.00
892780	New	2014	24.85
1942151	Original	2014	18.55
2276597	Original	2014	0
1938898	Original	2014	50.84
610705	Original	2014	46.55
635964	New	2013	0.00
906605	New	2014	39.04
2000302	Original	2014	22.82
541443	New	2013	5.22
895240	New	2013	5.20
1942950	New	2014	9.07
734522	Original	2013	16.99
637634	Original	2013	6.9
878567	New	2014	29.93
2017600	Original	2013	20.9
903874	New	2013	21.42
664789	Original	2013	0
2102083	Original	2013	0
1918271	Original	2014	18.46
667339	Original	2013	6.74
1861112	Original	2013	16.93
544692	New	2013	62.90
2351093	Original	2016	67.19
890871	New	2014	30.17
539301	New	2013	19.95
924470	Original	2014	8.97
538490	New	2013	30.47
624641	New	2014	45.43
1480034	Original	2014	22.96
649456	New	2013	7.99
544301	Original	2013	81.99
1918469	Original	2013	16.98
1840994	Original	2013	33.96
895206	Original	2014	129.49
2283102	New	2014	0.00
875830	New	2013	45.26
2090125	Original	2014	14.63
1456059	New	2015	64.85
866651	New	2014	8.59
864599	New	2014	38.40
660668	New	2013	43.52
1919722	New	2013	29.53
1919979	Original	2014	11.46
2283745	Original	2013	23.74
2020591	Original	2013	45.6
633711	New	2013	12.31
1517386	New	2014	109.82
540722	Original	2013	16.98
915705	New	2014	34.98
539399	New	2013	8.49
689066	Original	2013	25.6
594898	New	2013	50.38
867931	Original	2014	85.16
664749	New	2013	36.30
612342	Original	2013	35.77
646948	Original	2013	72.64
1778265	New	2013	6.93
3960151	New	2016	17.36
890837	New	2014	12.03
1827065	New	2014	49.36
867575	New	2013	36.95
3468863	New	2014	56.63
2106061	New	2015	32.76
3926468	New	2016	18.17
663437	Original	2013	61.98
3959998	New	2016	18.42
2243827	Original	2015	0
876147	Original	2013	162.43
915720	New	2014	28.23
646924	Original	2013	33.99
646864	New	2013	43.91
1936405	Original	2015	43.99
1957266	New	2013	4.84
900970	New	2014	18.71
1942310	Original	2014	3.85
1576704	Original	2013	28.96
1473854	New	2014	35.06
2085150	New	2014	10.79
1624802	Original	2014	10.49
867066	Original	2013	33.75
1856800	Original	2013	59.19
902503	Original	2014	10.19
2289419	New	2014	0.00
1925636	New	2014	37.58
878933	New	2014	39.24
3711195	Original	2016	46.33
1436135	Original	2013	17.23
864810	New	2014	45.86
663762	Original	2014	48.99
2277511	New	2014	0.00
1946542	Original	2014	35.99
1453341	New	2014	10.09
614473	New	2013	19.35
906500	New	2014	17.77
1829094	New	2013	0.00
620239	New	2014	4.46
1508791	New	2014	6.62
1833163	Original	2014	19.17
865414	Original	2014	39.78
618723	New	2013	8.29
2124891	New	2014	15.68
2042038	New	2014	14.43
637569	New	2013	27.75
635586	New	2013	41.00
544091	New	2013	11.11
868018	Original	2014	25.97
612508	Original	2013	69.25
664371	New	2013	9.22
909328	New	2014	142.27
539457	New	2013	32.30
2216056	New	2013	32.22
1536459	Original	2014	13.49
2281296	Original	2014	0
3774221	New	2016	6.47
890892	Original	2014	16.83
1649464	New	2014	29.93
2924821	New	2016	47.07
865598	Original	2013	10.98
893109	Original	2014	38.95
1575550	Original	2013	15.19
909974	New	2014	18.62
1836027	New	2014	5.99
1927649	Original	2013	26.89
914791	Original	2014	4
2028678	Original	2014	14.84
637545	Original	2013	22.48
1470955	Original	2014	29.69
1780672	Original	2014	15.38
918049	New	2014	25.47
624666	Original	2013	33.99
1779404	Original	2013	17.96
661941	Original	2013	42.34
642079	New	2013	32.47
610301	New	2013	4.86
201731	Original	2014	4
1849739	Original	2014	9.04
906517	Original	2015	13.1
587845	New	2013	33.79
625608	New	2013	29.97
791351	Original	2013	22.94
2106854	New	2014	19.25
2141180	New	2013	31.17
890928	New	2014	28.46
611896	Original	2014	46.29
664217	Original	2013	18.99
626650	Original	2013	22.38
2041651	New	2014	8.84
544003	Original	2013	10.01
1727060	New	2013	16.20
546682	New	2013	5.68
3746015	Original	2013	8.5
2170908	New	2013	24.61
869282	New	2014	6.60
908948	New	2013	22.84
1969791	New	2014	4.85
1437512	Original	2014	7.01
2024082	New	2015	21.23
627855	Original	2013	33.94
539473	New	2013	18.37
1660708	New	2014	27.38
612052	Original	2013	78.49
2167913	New	2013	12.23
1822306	New	2013	27.53
2159207	Original	2014	29.68
2041662	Original	2013	6.2
864722	New	2014	54.31
663328	Original	2013	12.81
867488	New	2014	31.74
626616	New	2013	0.00
1455967	Original	2015	125.49
1556581	New	2014	38.15
866692	Original	2014	19.99
1777538	Original	2013	23.01
1518841	Original	2013	78.08
610167	Original	2014	29.12
637646	New	2013	24.39
2046782	Original	2014	8.07
3136590	Original	2016	0
867690	New	2013	5.88
890777	Original	2013	17.02
612093	Original	2013	23.92
876920	Original	2014	77.4
687915	Original	2013	22.33
3634661	Original	2016	58.93
3798284	Original	2015	16.29
916539	New	2013	26.09
546881	New	2013	16.68
663586	Original	2014	93.49
3801953	New	2013	10.25
1691551	New	2014	7.01
646935	New	2013	45.82
866918	New	2014	51.77
913764	New	2014	27.90
913078	New	2013	12.56
3809867	Original	2016	15.1
3531011	New	2016	14.29
671914	Original	2014	4
879463	Original	2014	101.93
611829	New	2013	34.98
650668	New	2013	0.00
1780673	Original	2014	43.99
1669038	Original	2014	18.77
561562	New	2013	21.92
903756	New	2014	18.30
2154535	New	2015	28.04
903817	Original	2014	58.96
876838	Original	2014	37.6
1454965	Original	2014	19.99
1972183	Original	2014	12.19
687156	New	2014	22.32
1758984	Original	2014	12.84
664745	Original	2013	3.99
2085938	Original	2013	43.98
2151761	New	2014	5.82
655191	Original	2013	24.48
911728	New	2013	19.03
1957972	New	2014	17.03
1779408	New	2014	12.24
644410	Original	2013	31.32
610246	Original	2014	24.99
924320	New	2014	0.00
540803	New	2013	63.31
529527	Original	2014	22.94
2170246	Original	2014	12.42
3740662	Original	2013	40.86
1699095	New	2014	4.06
544377	New	2013	64.20
2077854	Original	2014	18.3
1780140	Original	2014	31.64
652258	New	2013	18.44
875029	Original	2014	87.24
864751	Original	2014	33.98
1876891	Original	2014	8.28
538897	Original	2013	47.03
1564441	Original	2013	11.47
1866750	New	2013	19.53
3548031	New	2014	5.35
1738073	New	2013	11.75
2042049	Original	2013	15.48
1856798	New	2013	41.02
539313	New	2013	9.69
1990565	New	2013	25.40
1456007	New	2015	118.91
1599910	Original	2013	13.75
1781300	Original	2014	51.42
1779424	New	2014	8.48
612430	Original	2013	119.94
545923	Original	2013	95.21
2097816	New	2014	19.50
664132	New	2013	0.00
1733009	Original	2014	17.56
544104	New	2013	28.10
867248	New	2014	117.56
1958107	New	2014	18.86
2020930	New	2014	17.90
637573	Original	2013	4.99
1498815	Original	2013	9.47
1929067	Original	2014	0
1870212	Original	2014	20.91
642058	Original	2013	12.44
664400	Original	2013	18.99
1779512	New	2013	14.69
1924591	Original	2014	13.69
682026	Original	2013	4
862087	Original	2014	24.49
1498307	Original	2013	0
663585	New	2014	42.16
1557959	New	2015	39.55
1936361	New	2013	35.12
3775931	Original	2016	71.66
1833193	Original	2014	12.27
1639761	Original	2013	21.34
3633933	Original	2016	27.45
874508	New	2014	56.82
1780880	Original	2014	20.66
660829	New	2013	25.25
1777852	New	2014	49.75
1848668	New	2014	5.62
1625924	Original	2013	29.4
1686638	New	2013	31.47
2066867	New	2014	51.91
1877912	Original	2013	16.16
652344	Original	2013	37.67
3615953	Original	2016	16.35
876893	Original	2013	86.33
1517151	New	2013	43.84
1480471	New	2013	35.09
1822483	Original	2014	0
1493081	Original	2014	26.34
1908494	New	2013	36.09
1755064	Original	2013	38.97
663798	Original	2013	47.68
1918412	Original	2013	10.23
877859	New	2014	103.91
1956534	Original	2013	46.98
870106	New	2014	0.00
1476664	Original	2014	23.87
611531	New	2013	21.06
1780707	Original	2014	20.94
1768418	Original	2014	26.99
538555	New	2013	28.50
862428	New	2014	37.06
545946	New	2013	25.90
2277016	Original	2014	0
1833159	New	2014	49.97
1980134	New	2014	18.06
2007012	Original	2013	0
638116	Original	2013	20.78
3513256	Original	2015	40.89
896923	Original	2013	17.64
2284246	Original	2014	0
1518788	New	2015	48.88
3496317	New	2016	53.57
1779667	New	2013	4.60
862329	New	2014	47.15
1957368	New	2014	0.00
1446540	New	2014	25.63
1587420	New	2014	44.25
655170	New	2013	28.69
544584	New	2013	10.49
2095465	Original	2014	0
1780928	Original	2014	13.55
905362	New	2014	36.60
2109493	Original	2014	23.49
861773	New	2013	26.62
2099508	New	2013	18.97
632178	New	2013	7.50
890921	Original	2014	58.76
687251	New	2013	20.29
2101568	New	2014	4.09
655152	Original	2013	18.9
663268	New	2013	41.07
2077859	New	2013	16.32
1483407	Original	2013	23.86
649533	New	2013	31.33
610334	Original	2013	31.99
655160	Original	2013	49.98
1476017	Original	2013	20.78
1954094	Original	2014	22.99
867651	Original	2014	36.92
610482	New	2014	16.21
678848	New	2013	6.03
545688	Original	2013	16.97
2086296	New	2013	36.38
663356	New	2013	4.32
546304	New	2013	11.84
1691444	Original	2013	18.49
545898	Original	2013	6.99
1516819	New	2014	19.77
1937529	Original	2014	4.16
864529	Original	2014	43.19
2089335	New	2014	4.59
902691	Original	2013	30.28
3633681	New	2013	7.26
612301	Original	2014	43.58
1869161	New	2013	18.95
542417	Original	2013	0
614429	New	2013	33.24
1993565	New	2014	151.29
1924419	Original	2014	4
862177	New	2014	43.03
1989621	New	2014	10.56
871561	Original	2014	37.03
879775	Original	2014	103.99
663944	Original	2013	27.52
538474	New	2013	42.19
917903	New	2014	26.81
3634934	New	2016	56.10
2140502	Original	2013	29.74
895329	Original	2014	151.92
1446075	New	2014	0.00
1630906	Original	2014	26.45
911764	Original	2013	22.7
664287	New	2013	8.93
2263529	New	2014	20.94
610047	New	2013	31.56
1433771	Original	2014	5.98
1957981	Original	2014	15.3
644381	Original	2013	16.3
1957959	New	2014	22.23
2216429	New	2013	40.41
1855476	New	2013	12.79
655259	Original	2013	4
1954135	New	2014	35.59
864616	Original	2015	85.2
1446540	Original	2014	0
663209	Original	2013	24.84
612290	Original	2013	24.08
879782	New	2014	22.24
544509	Original	2013	19.04
1701562	Original	2013	26.73
